source;record_sequence_number_NGA;event_id;ev_depth_km;Mw;M;epi_lat;epi_lon;network_code;station_code;sensor_depth_m;proximity_code;GMX_first;ec8_code;vs30_m_sec;epi_dist;rotD50_pga;rotD50_T0_010;rotD50_T0_025;rotD50_T0_040;rotD50_T0_050;rotD50_T0_070;rotD50_T0_100;rotD50_T0_150;rotD50_T0_200;rotD50_T0_250;rotD50_T0_300;rotD50_T0_350;rotD50_T0_400;rotD50_T0_450;rotD50_T0_500;rotD50_T0_600;rotD50_T0_700;rotD50_T0_750;rotD50_T0_800;rotD50_T0_900;rotD50_T1_000;rotD50_T1_200;rotD50_T1_400;rotD50_T1_600;rotD50_T1_800;rotD50_T2_000;rotD50_T2_500;rotD50_T3_000;rotD50_T3_500;rotD50_T4_000;rotD50_T5_000;rotD50_T6_000;rotD50_T7_000;rotD50_T8_000;rotD50_T9_000;rotD50_T10_000
NGA-West2;91;30;13;;6.61;34.44;-118.41;;287;;;I;;487.23;74.64;6.47E-02;6.48E-02;6.48E-02;8.69E-02;8.51E-02;1.56E-01;3.95E-01;2.35E-01;5.05E-01;5.39E-01;4.22E-01;3.75E-01;3.68E-01;3.46E-01;1.61E-01;1.03E-01;1.03E-01;8.94E-02;5.89E-02;7.44E-02;3.75E-02;3.15E-02;3.46E-02;1.77E-02;1.08E-02;1.33E-02;9.37E-03;8.77E-03;6.75E-03;4.17E-03;1.33E-03;1.04E-03;6.07E-04;4.02E-04;2.94E-04;2.40E-04
NGA-West2;92;30;13;;6.61;34.44;-118.41;;1102;;;I;;347.67;74.03;2.80E-02;2.81E-02;2.81E-02;4.71E-02;6.16E-02;1.46E-01;2.16E-01;1.37E-01;1.02E-01;8.83E-02;1.26E-01;8.48E-02;4.72E-02;4.99E-02;3.54E-02;6.99E-02;3.75E-02;3.70E-02;3.97E-02;2.67E-02;4.06E-02;2.07E-02;2.94E-02;3.13E-02;2.01E-02;1.28E-02;1.94E-02;9.45E-03;7.45E-03;8.03E-03;5.90E-03;5.70E-03;3.74E-03;2.93E-03;2.52E-03;2.61E-03
NGA-West2;93;30;13;;6.61;34.44;-118.41;;289;;;I;;298.68;57.12;1.12E-01;1.12E-01;1.12E-01;1.23E-01;1.36E-01;1.66E-01;5.22E-01;4.07E-01;8.64E-01;6.22E-01;4.11E-01;3.60E-01;3.18E-01;2.50E-01;2.61E-01;2.39E-01;2.57E-01;1.97E-01;1.36E-01;1.05E-01;9.74E-02;1.16E-01;7.74E-02;8.50E-02;7.24E-02;6.69E-02;9.55E-02;5.26E-02;5.91E-02;5.90E-02;3.55E-02;2.76E-02;1.57E-02;1.03E-02;7.21E-03;5.43E-03
NGA-West2;94;30;13;;6.61;34.44;-118.41;;290;;;B;;486;72.17;4.86E-02;4.86E-02;4.86E-02;6.34E-02;7.57E-02;1.18E-01;2.06E-01;2.56E-01;2.57E-01;2.37E-01;3.55E-01;2.80E-01;2.28E-01;2.13E-01;1.89E-01;1.38E-01;9.03E-02;8.08E-02;6.32E-02;4.21E-02;6.72E-02;4.93E-02;2.18E-02;2.52E-02;1.93E-02;1.14E-02;9.00E-03;6.06E-03;9.32E-03;7.09E-03;4.73E-03;6.89E-03;1.08E-02;7.88E-03;5.75E-03;3.64E-03
NGA-West2;95;31;5;;6.24;12.15;-86.27;;3501;;;A;;288.77;5.68;3.54E-01;3.54E-01;3.54E-01;4.62E-01;5.09E-01;5.63E-01;1.22E+00;1.71E+00;1.61E+00;2.10E+00;2.41E+00;2.33E+00;1.48E+00;1.53E+00;1.62E+00;1.48E+00;6.56E-01;6.69E-01;8.11E-01;6.68E-01;4.87E-01;3.05E-01;2.40E-01;2.83E-01;2.86E-01;2.14E-01;1.37E-01;8.83E-02;5.94E-02;4.14E-02;2.43E-02;1.35E-02;9.25E-03;6.23E-03;4.33E-03;3.17E-03
NGA-West2;96;32;5;;5.2;12.15;-86.27;;3501;;;A;;288.77;5.68;2.29E-01;2.29E-01;2.29E-01;2.59E-01;2.97E-01;3.22E-01;5.24E-01;8.33E-01;1.06E+00;9.05E-01;5.75E-01;1.31E+00;1.14E+00;1.18E+00;6.16E-01;3.48E-01;2.88E-01;3.34E-01;3.58E-01;4.29E-01;3.43E-01;1.94E-01;1.98E-01;2.02E-01;2.01E-01;1.36E-01;8.42E-02;4.41E-02;3.38E-02;2.61E-02;1.91E-02;1.31E-02;8.84E-03;6.49E-03;4.64E-03;3.28E-03
NGA-West2;97;33;8;;5.65;34.065;-119.035;;272;;;A;;248.98;18.1;9.56E-02;9.56E-02;9.56E-02;1.10E-01;1.34E-01;1.63E-01;2.22E-01;4.75E-01;3.02E-01;2.40E-01;2.83E-01;3.36E-01;3.02E-01;3.42E-01;4.29E-01;2.58E-01;1.89E-01;2.38E-01;3.13E-01;2.21E-01;2.57E-01;2.02E-01;1.01E-01;9.68E-02;5.61E-02;4.53E-02;3.47E-02;2.71E-02;1.51E-02;1.18E-02;4.89E-03;3.18E-03;2.48E-03;1.81E-03;1.44E-03;1.17E-03
NGA-West2;98;34;6.11;;5.14;36.9202;-121.4663;;47379;;;I;;1428.14;11.09;1.05E-01;1.06E-01;1.06E-01;1.63E-01;2.24E-01;5.92E-01;7.67E-01;4.84E-01;2.62E-01;1.88E-01;1.38E-01;1.78E-01;1.66E-01;1.30E-01;1.11E-01;4.86E-02;2.12E-02;1.96E-02;1.62E-02;1.18E-02;8.44E-03;5.52E-03;4.48E-03;3.22E-03;2.29E-03;1.73E-03;1.09E-03;8.05E-04;6.18E-04;4.83E-04;3.09E-04;2.11E-04;1.52E-04;1.15E-04;8.95E-05;7.17E-05
NGA-West2;99;34;6.11;;5.14;36.9202;-121.4663;;1028;;;C;;198.77;9.79;1.41E-01;1.41E-01;1.41E-01;1.47E-01;1.46E-01;1.60E-01;3.53E-01;5.62E-01;5.25E-01;4.80E-01;7.00E-01;6.92E-01;5.85E-01;4.73E-01;4.16E-01;2.84E-01;1.44E-01;1.28E-01;8.27E-02;9.21E-02;7.49E-02;6.38E-02;4.90E-02;4.41E-02;3.87E-02;2.75E-02;1.28E-02;7.97E-03;5.59E-03;4.02E-03;2.26E-03;1.42E-03;9.59E-04;7.03E-04;5.49E-04;4.46E-04
NGA-West2;100;34;6.11;;5.14;36.9202;-121.4663;;47126;;;A;;335.5;9.38;8.22E-02;8.22E-02;8.22E-02;8.39E-02;1.11E-01;1.42E-01;4.13E-01;2.68E-01;4.55E-01;3.28E-01;4.30E-01;2.75E-01;2.24E-01;2.29E-01;1.72E-01;1.50E-01;2.16E-01;1.60E-01;1.46E-01;9.03E-02;5.62E-02;2.88E-02;2.38E-02;3.79E-02;2.20E-02;1.55E-02;1.23E-02;4.35E-03;2.66E-03;1.87E-03;1.02E-03;6.77E-04;4.96E-04;3.80E-04;2.99E-04;2.41E-04
NGA-West2;101;35;21;;5.2;40.57;-124.14;;89005;;;I;;567.78;30.54;1.59E-01;1.59E-01;1.59E-01;2.17E-01;2.23E-01;2.87E-01;7.20E-01;7.44E-01;6.64E-01;3.38E-01;2.19E-01;1.20E-01;9.45E-02;1.10E-01;8.03E-02;5.19E-02;6.26E-02;5.42E-02;3.72E-02;2.51E-02;2.09E-02;1.25E-02;7.23E-03;5.53E-03;4.06E-03;3.16E-03;1.85E-03;1.24E-03;9.36E-04;7.04E-04;4.20E-04;2.86E-04;2.13E-04;1.66E-04;1.33E-04;1.09E-04
NGA-West2;102;35;21;;5.2;40.57;-124.14;;1023;;;B;;219.31;10.42;9.00E-02;9.01E-02;9.01E-02;1.03E-01;1.11E-01;1.40E-01;2.40E-01;3.01E-01;6.00E-01;4.85E-01;3.73E-01;3.58E-01;2.40E-01;3.11E-01;4.20E-01;2.88E-01;1.93E-01;2.02E-01;2.11E-01;1.77E-01;1.63E-01;7.61E-02;6.60E-02;4.12E-02;2.34E-02;3.35E-02;7.71E-03;9.05E-03;6.07E-03;2.87E-03;1.38E-03;9.39E-04;6.83E-04;4.73E-04;3.57E-04;2.87E-04
NGA-West2;103;35;21;;5.2;40.57;-124.14;;1398;;;I;;368.72;30.04;1.50E-01;1.53E-01;1.53E-01;2.48E-01;4.55E-01;5.17E-01;7.99E-01;5.26E-01;5.47E-01;4.19E-01;3.87E-01;9.89E-01;7.50E-01;8.40E-01;3.42E-01;2.26E-01;1.75E-01;1.53E-01;1.22E-01;8.59E-02;9.07E-02;7.02E-02;7.40E-02;4.88E-02;2.80E-02;2.38E-02;1.14E-02;8.33E-03;5.73E-03;3.91E-03;2.06E-03;1.20E-03;8.34E-04;6.61E-04;5.26E-04;4.24E-04
NGA-West2;104;35;21;;5.2;40.57;-124.14;;1277;;;I;;594.83;59.44;3.01E-02;3.03E-02;3.03E-02;4.13E-02;6.05E-02;8.71E-02;1.56E-01;1.21E-01;2.04E-01;1.91E-01;1.02E-01;1.07E-01;1.52E-01;9.46E-02;6.69E-02;5.75E-02;2.51E-02;1.82E-02;1.61E-02;1.85E-02;2.53E-02;1.14E-02;1.22E-02;1.03E-02;7.87E-03;3.97E-03;2.15E-03;1.40E-03;9.92E-04;7.73E-04;4.48E-04;2.99E-04;2.23E-04;1.69E-04;1.34E-04;1.09E-04
NGA-West2;105;35;21;;5.2;40.57;-124.14;;1278;;;I;;518.98;60.38;8.13E-02;8.33E-02;8.33E-02;1.96E-01;3.16E-01;2.59E-01;3.13E-01;3.76E-01;6.00E-01;3.09E-01;1.43E-01;1.26E-01;8.76E-02;6.97E-02;4.88E-02;3.23E-02;1.57E-02;1.27E-02;1.14E-02;1.05E-02;1.01E-02;7.64E-03;5.96E-03;3.23E-03;2.00E-03;1.55E-03;9.47E-04;6.28E-04;4.32E-04;3.12E-04;1.83E-04;1.20E-04;8.54E-05;6.40E-05;5.01E-05;4.02E-05
NGA-West2;106;36;5.5;;5.89;39.439;-121.528;;1051;;;A;;680.37;12.58;8.01E-02;8.03E-02;8.03E-02;9.87E-02;1.29E-01;2.36E-01;2.92E-01;5.33E-01;4.21E-01;1.90E-01;1.69E-01;8.90E-02;8.76E-02;4.27E-02;2.68E-02;1.52E-02;1.08E-02;8.92E-03;6.91E-03;4.75E-03;3.57E-03;2.26E-03;1.54E-03;1.19E-03;9.60E-04;8.15E-04;5.74E-04;4.25E-04;3.22E-04;2.46E-04;1.50E-04;1.11E-04;7.54E-05;5.57E-05;4.53E-05;3.76E-05
NGA-West2;107;37;3.6;;4.79;39.44;-121.46;;1545;;;A;;391.76;14.62;2.85E-02;2.88E-02;2.88E-02;3.49E-02;4.15E-02;6.43E-02;6.48E-02;1.68E-01;7.79E-02;5.62E-02;4.08E-02;3.94E-02;2.09E-02;2.29E-02;2.58E-02;2.93E-02;2.90E-02;3.18E-02;3.30E-02;2.92E-02;3.38E-02;4.06E-02;3.83E-02;2.98E-02;2.35E-02;1.64E-02;8.52E-03;5.00E-03;3.25E-03;2.27E-03;1.51E-03;1.04E-03;6.30E-04;4.52E-04;3.52E-04;2.82E-04
NGA-West2;108;37;3.6;;4.79;39.44;-121.46;;1546;;;A;;377.25;12.4;3.36E-02;3.41E-02;3.41E-02;4.44E-02;6.02E-02;7.77E-02;6.88E-02;7.26E-02;1.18E-01;8.68E-02;8.78E-02;1.10E-01;8.57E-02;6.45E-02;6.07E-02;6.50E-02;5.29E-02;4.53E-02;5.58E-02;6.36E-02;4.98E-02;4.41E-02;3.69E-02;3.07E-02;2.13E-02;1.45E-02;7.93E-03;4.59E-03;3.22E-03;2.25E-03;1.19E-03;7.16E-04;4.74E-04;3.38E-04;2.53E-04;1.98E-04
NGA-West2;109;38;5.1;;4.37;39.433;-121.475;;1544;;;A;;519.15;9.95;6.37E-02;6.39E-02;6.39E-02;8.53E-02;1.14E-01;2.11E-01;2.67E-01;1.89E-01;1.80E-01;1.83E-01;1.75E-01;1.76E-01;1.47E-01;1.07E-01;1.50E-01;1.31E-01;7.44E-02;5.82E-02;4.56E-02;2.93E-02;2.10E-02;1.39E-02;1.11E-02;8.55E-03;6.52E-03;4.93E-03;2.98E-03;1.85E-03;1.24E-03;9.27E-04;5.69E-04;3.84E-04;2.77E-04;2.09E-04;1.64E-04;1.32E-04
NGA-West2;110;38;5.1;;4.37;39.433;-121.475;;1545;;;A;;391.76;13.85;2.36E-02;2.39E-02;2.39E-02;4.38E-02;7.58E-02;9.05E-02;1.32E-01;9.27E-02;7.68E-02;6.92E-02;8.17E-02;6.65E-02;4.29E-02;2.89E-02;4.38E-02;3.28E-02;3.30E-02;1.89E-02;1.97E-02;2.21E-02;2.50E-02;3.33E-02;3.63E-02;2.66E-02;2.02E-02;1.45E-02;7.96E-03;4.61E-03;2.99E-03;2.12E-03;1.24E-03;7.41E-04;5.00E-04;3.58E-04;2.70E-04;2.15E-04
NGA-West2;111;38;5.1;;4.37;39.433;-121.475;;1546;;;A;;377.25;11.09;5.88E-02;5.96E-02;5.96E-02;1.24E-01;1.56E-01;1.79E-01;3.08E-01;1.69E-01;2.09E-01;1.49E-01;1.65E-01;1.57E-01;1.39E-01;6.89E-02;5.32E-02;4.49E-02;3.59E-02;3.65E-02;5.23E-02;5.82E-02;3.58E-02;4.37E-02;3.95E-02;3.01E-02;2.16E-02;1.50E-02;7.27E-03;3.73E-03;2.49E-03;1.74E-03;9.75E-04;6.36E-04;4.44E-04;3.27E-04;2.50E-04;1.98E-04
NGA-West2;112;39;7.6;;4.7;39.502;-121.512;;1542;;;A;;427.38;7.03;1.44E-01;1.45E-01;1.45E-01;3.01E-01;2.73E-01;5.63E-01;6.75E-01;4.29E-01;3.38E-01;2.51E-01;1.45E-01;2.10E-01;2.64E-01;1.54E-01;7.82E-02;7.63E-02;7.72E-02;8.36E-02;7.23E-02;4.80E-02;2.74E-02;1.18E-02;7.03E-03;4.69E-03;3.25E-03;2.37E-03;1.28E-03;8.56E-04;6.08E-04;4.51E-04;2.84E-04;1.98E-04;1.46E-04;1.12E-04;8.88E-05;7.21E-05
NGA-West2;113;39;7.6;;4.7;39.502;-121.512;;1543;;;A;;634.85;1.07;1.84E-01;2.30E-01;2.30E-01;8.15E-01;1.45E+00;6.65E-01;2.65E-01;9.76E-02;4.16E-02;3.36E-02;4.87E-02;3.31E-02;2.31E-02;1.79E-02;1.82E-02;5.98E-03;3.81E-03;3.34E-03;3.00E-03;2.41E-03;1.89E-03;1.16E-03;8.13E-04;6.32E-04;4.96E-04;3.94E-04;2.39E-04;1.58E-04;1.12E-04;8.34E-05;5.14E-05;3.51E-05;2.61E-05;2.01E-05;1.60E-05;1.30E-05
NGA-West2;114;39;7.6;;4.7;39.502;-121.512;;1550;;;A;;418.97;8.28;6.96E-02;7.62E-02;7.62E-02;1.68E-01;2.47E-01;2.74E-01;2.39E-01;4.53E-01;2.07E-01;1.28E-01;2.03E-01;1.01E-01;1.04E-01;7.39E-02;5.59E-02;4.13E-02;2.84E-02;3.37E-02;3.42E-02;3.36E-02;3.00E-02;1.54E-02;8.78E-03;6.12E-03;3.80E-03;2.86E-03;1.63E-03;1.06E-03;7.35E-04;5.38E-04;3.22E-04;2.15E-04;1.54E-04;1.15E-04;9.00E-05;7.23E-05
NGA-West2;115;39;7.6;;4.7;39.502;-121.512;;1493;;;I;;589.8;8.6;1.46E-01;1.50E-01;1.50E-01;1.02E+00;4.93E-01;7.01E-01;6.77E-01;8.81E-01;3.65E-01;8.70E-02;5.78E-02;4.04E-02;2.98E-02;1.84E-02;1.99E-02;1.32E-02;9.39E-03;9.29E-03;7.02E-03;5.23E-03;4.02E-03;2.44E-03;1.72E-03;1.20E-03;8.46E-04;6.70E-04;4.15E-04;2.78E-04;2.00E-04;1.50E-04;9.54E-05;6.62E-05;4.85E-05;3.70E-05;2.91E-05;2.35E-05
NGA-West2;116;39;7.6;;4.7;39.502;-121.512;;1496;;;A;;514.91;1.99;9.01E-02;1.09E-01;1.09E-01;3.69E-01;5.44E-01;4.67E-01;3.44E-01;9.88E-02;9.76E-02;7.61E-02;7.31E-02;3.67E-02;3.26E-02;2.41E-02;2.22E-02;1.59E-02;1.02E-02;8.61E-03;8.07E-03;5.61E-03;3.93E-03;3.57E-03;1.58E-03;1.22E-03;9.22E-04;6.97E-04;3.86E-04;2.52E-04;1.80E-04;1.36E-04;8.54E-05;5.88E-05;4.29E-05;3.27E-05;2.58E-05;2.09E-05
NGA-West2;117;39;7.6;;4.7;39.502;-121.512;;1545;;;A;;391.76;8.78;6.94E-02;7.01E-02;7.01E-02;1.42E-01;2.36E-01;3.33E-01;2.60E-01;1.61E-01;2.15E-01;9.32E-02;8.06E-02;1.16E-01;1.33E-01;9.09E-02;5.51E-02;4.76E-02;2.77E-02;2.41E-02;2.59E-02;1.98E-02;1.82E-02;1.59E-02;1.30E-02;6.83E-03;4.78E-03;3.70E-03;2.07E-03;1.25E-03;8.55E-04;6.57E-04;4.20E-04;2.90E-04;2.12E-04;1.62E-04;1.28E-04;1.03E-04
NGA-West2;118;39;7.6;;4.7;39.502;-121.512;;1549;;;A;;352.22;9.36;6.04E-02;6.15E-02;6.15E-02;1.42E-01;1.52E-01;2.70E-01;2.27E-01;4.32E-01;2.86E-01;1.95E-01;1.51E-01;1.63E-01;1.62E-01;9.46E-02;6.49E-02;5.00E-02;6.28E-02;6.82E-02;6.53E-02;3.80E-02;2.66E-02;2.13E-02;1.50E-02;9.69E-03;6.14E-03;3.94E-03;2.07E-03;1.35E-03;9.33E-04;6.82E-04;4.11E-04;2.85E-04;2.09E-04;1.59E-04;1.26E-04;1.02E-04
NGA-West2;119;39;7.6;;4.7;39.502;-121.512;;1551;;;A;;548.76;6.21;9.70E-02;9.74E-02;9.74E-02;3.19E-01;3.23E-01;4.78E-01;7.43E-01;3.77E-01;2.45E-01;1.25E-01;4.62E-02;4.18E-02;4.51E-02;3.51E-02;2.44E-02;1.52E-02;7.85E-03;5.22E-03;4.83E-03;4.76E-03;3.57E-03;2.66E-03;2.09E-03;1.35E-03;1.58E-03;9.54E-04;5.33E-04;3.47E-04;2.41E-04;1.76E-04;1.05E-04;7.35E-05;5.00E-05;3.83E-05;2.93E-05;2.35E-05
NGA-West2;120;39;7.6;;4.7;39.502;-121.512;;1546;;;A;;377.25;11.06;1.09E-01;1.14E-01;1.14E-01;3.16E-01;5.99E-01;3.87E-01;4.07E-01;4.52E-01;3.09E-01;2.53E-01;1.24E-01;1.15E-01;5.90E-02;4.68E-02;4.50E-02;6.05E-02;8.57E-02;8.59E-02;7.91E-02;5.31E-02;3.50E-02;2.13E-02;1.40E-02;9.96E-03;7.25E-03;5.51E-03;2.93E-03;2.06E-03;1.53E-03;1.17E-03;7.54E-04;5.24E-04;3.86E-04;2.95E-04;2.33E-04;1.89E-04
NGA-West2;121;40;5.1;;6.5;46.345;13.24;;8002;;;A;;496.46;55.62;2.95E-02;2.98E-02;2.98E-02;7.16E-02;1.00E-01;1.61E-01;1.02E-01;2.69E-01;1.73E-01;9.89E-02;5.33E-02;5.16E-02;5.74E-02;3.89E-02;3.82E-02;4.79E-02;4.56E-02;4.46E-02;5.24E-02;3.69E-02;2.86E-02;2.07E-02;1.05E-02;1.24E-02;7.91E-03;1.10E-02;1.06E-02;9.12E-03;7.79E-03;7.61E-03;4.32E-03;2.29E-03;1.52E-03;1.16E-03;8.05E-04;6.11E-04
NGA-West2;122;40;5.1;;6.5;46.345;13.24;;8004;;;A;;249.28;47.27;6.93E-02;6.94E-02;6.94E-02;8.88E-02;1.26E-01;2.53E-01;2.19E-01;2.36E-01;2.62E-01;4.34E-01;3.17E-01;3.53E-01;4.08E-01;3.50E-01;3.49E-01;3.16E-01;3.65E-01;5.65E-01;4.83E-01;2.54E-01;2.20E-01;2.47E-01;2.01E-01;9.72E-02;8.15E-02;1.05E-01;5.52E-02;3.43E-02;2.34E-02;2.06E-02;1.67E-02;1.37E-02;9.58E-03;7.62E-03;6.05E-03;3.67E-03
NGA-West2;123;40;5.1;;6.5;46.345;13.24;;8005;;;A;;352.05;89.64;5.82E-02;5.83E-02;5.83E-02;6.03E-02;6.12E-02;7.58E-02;1.19E-01;3.45E-01;4.14E-01;4.68E-01;3.48E-01;3.12E-01;2.82E-01;1.54E-01;2.47E-01;1.67E-01;2.09E-01;2.33E-01;2.08E-01;8.66E-02;1.11E-01;7.20E-02;5.95E-02;4.05E-02;4.83E-02;2.43E-02;1.88E-02;1.04E-02;5.08E-03;4.21E-03;1.70E-03;9.31E-04;6.91E-04;4.47E-04;3.48E-04;2.93E-04
NGA-West2;124;40;5.1;;6.5;46.345;13.24;;8007;;;B;;356.39;108.56;3.57E-02;3.61E-02;3.61E-02;5.76E-02;1.05E-01;1.85E-01;1.73E-01;8.78E-02;1.43E-01;1.20E-01;1.05E-01;7.81E-02;6.87E-02;4.30E-02;3.31E-02;6.03E-02;4.20E-02;3.91E-02;2.73E-02;1.20E-02;1.01E-02;7.23E-03;5.52E-03;4.23E-03;2.81E-03;1.58E-03;7.71E-04;4.94E-04;3.68E-04;2.81E-04;1.94E-04;1.25E-04;9.01E-05;6.61E-05;5.08E-05;4.12E-05
NGA-West2;125;40;5.1;;6.5;46.345;13.24;;8012;;;A;;505.23;20.24;3.25E-01;3.26E-01;3.26E-01;4.16E-01;4.39E-01;5.09E-01;7.54E-01;1.43E+00;1.16E+00;1.63E+00;9.76E-01;1.83E+00;9.57E-01;1.06E+00;1.90E+00;1.38E+00;1.17E+00;8.33E-01;6.12E-01;4.34E-01;3.70E-01;2.64E-01;1.89E-01;1.31E-01;9.47E-02;8.15E-02;4.71E-02;3.49E-02;3.13E-02;2.87E-02;1.76E-02;9.96E-03;7.24E-03;4.60E-03;3.39E-03;2.62E-03
NGA-West2;126;41;18.2;;6.8;40.465;63.462;;9201;;;A;;259.59;12.81;7.02E-01;8.21E-01;8.21E-01;2.89E+00;3.53E+00;5.14E+00;4.20E+00;1.85E+00;2.71E+00;2.43E+00;2.62E+00;2.42E+00;3.00E+00;1.43E+00;1.81E+00;1.36E+00;1.93E+00;1.53E+00;1.60E+00;8.92E-01;1.07E+00;6.42E-01;4.95E-01;7.49E-01;5.86E-01;3.68E-01;2.27E-01;1.98E-01;2.46E-01;2.25E-01;1.22E-01;6.59E-02;4.10E-02;2.76E-02;1.93E-02;1.45E-02
NGA-West2;127;42;6;;5.5;46.3;13.23;;8023;;;A;;310.68;13.83;4.59E-02;4.61E-02;4.61E-02;5.37E-02;8.93E-02;9.45E-02;1.34E-01;1.67E-01;2.32E-01;1.54E-01;1.18E-01;9.83E-02;1.37E-01;1.51E-01;1.21E-01;7.61E-02;1.79E-01;1.24E-01;7.25E-02;6.86E-02;5.18E-02;1.99E-02;2.41E-02;1.53E-02;1.12E-02;8.42E-03;5.48E-03;2.27E-03;1.43E-03;9.30E-04;5.39E-04;3.54E-04;2.42E-04;1.85E-04;1.44E-04;1.14E-04
NGA-West2;128;42;6;;5.5;46.3;13.23;;8014;;;A;;412.37;19.97;9.69E-02;9.75E-02;9.75E-02;1.14E-01;1.63E-01;1.84E-01;8.29E-01;3.53E-01;5.14E-01;4.72E-01;3.48E-01;3.03E-01;3.32E-01;1.67E-01;1.16E-01;5.20E-02;4.17E-02;4.26E-02;3.03E-02;1.88E-02;2.25E-02;8.71E-03;7.11E-03;9.33E-03;6.90E-03;5.37E-03;3.21E-03;1.64E-03;1.15E-03;7.37E-04;4.35E-04;2.87E-04;2.04E-04;1.56E-04;1.23E-04;9.90E-05
NGA-West2;129;42;6;;5.5;46.3;13.23;;8022;;;A;;649.67;20.01;5.47E-02;5.52E-02;5.52E-02;6.33E-02;7.45E-02;8.89E-02;1.68E-01;2.42E-01;2.10E-01;1.14E-01;7.13E-02;7.80E-02;4.80E-02;5.17E-02;3.61E-02;2.12E-02;2.10E-02;4.20E-02;3.86E-02;2.02E-02;2.12E-02;1.13E-02;1.09E-02;1.03E-02;7.54E-03;4.65E-03;1.95E-03;1.34E-03;8.43E-04;7.17E-04;3.28E-04;1.86E-04;1.18E-04;8.61E-05;6.51E-05;5.08E-05
NGA-West2;130;43;3.69;;5.91;46.375;13.067;;8023;;;A;;310.68;17.12;1.11E-01;1.11E-01;1.11E-01;1.43E-01;1.53E-01;3.16E-01;2.82E-01;3.02E-01;5.90E-01;4.39E-01;4.44E-01;2.69E-01;3.55E-01;2.69E-01;2.94E-01;4.06E-01;3.94E-01;3.94E-01;4.12E-01;3.03E-01;2.36E-01;1.28E-01;1.34E-01;2.18E-01;1.34E-01;9.32E-02;3.89E-02;2.79E-02;2.20E-02;1.47E-02;6.01E-03;3.57E-03;2.48E-03;1.83E-03;1.39E-03;1.08E-03
NGA-West2;131;43;3.69;;5.91;46.375;13.067;;8004;;;A;;249.28;46.73;2.44E-02;2.44E-02;2.44E-02;2.94E-02;3.40E-02;5.47E-02;1.05E-01;1.50E-01;6.97E-02;1.65E-01;1.18E-01;1.45E-01;8.37E-02;1.19E-01;7.63E-02;7.33E-02;8.75E-02;6.84E-02;9.16E-02;7.59E-02;9.29E-02;7.00E-02;5.90E-02;3.50E-02;4.00E-02;4.30E-02;4.34E-02;2.59E-02;2.04E-02;1.54E-02;7.32E-03;3.60E-03;2.00E-03;1.26E-03;9.09E-04;6.98E-04
NGA-West2;132;43;3.69;;5.91;46.375;13.067;;8014;;;A;;412.37;17.96;2.24E-01;2.25E-01;2.25E-01;3.23E-01;2.97E-01;5.04E-01;8.64E-01;1.36E+00;8.83E-01;9.50E-01;6.88E-01;7.36E-01;9.66E-01;6.73E-01;3.26E-01;1.47E-01;1.21E-01;8.19E-02;7.82E-02;7.56E-02;8.23E-02;6.67E-02;1.09E-01;5.46E-02;4.08E-02;4.98E-02;4.99E-02;2.87E-02;1.39E-02;8.38E-03;4.50E-03;2.64E-03;1.72E-03;1.20E-03;9.02E-04;6.99E-04
NGA-West2;133;43;3.69;;5.91;46.375;13.067;;8022;;;A;;649.67;17.53;1.15E-01;1.15E-01;1.15E-01;1.26E-01;1.43E-01;1.58E-01;3.09E-01;4.41E-01;3.02E-01;5.83E-01;3.58E-01;2.49E-01;2.36E-01;2.37E-01;1.35E-01;1.01E-01;1.06E-01;1.07E-01;9.98E-02;8.94E-02;7.47E-02;9.63E-02;1.09E-01;6.63E-02;4.88E-02;5.16E-02;5.40E-02;2.55E-02;1.23E-02;7.37E-03;3.78E-03;2.40E-03;1.70E-03;1.22E-03;9.01E-04;6.84E-04
NGA-West2;134;44;5;;5.3;38.41;27.19;;-999;;;B;;535.24;2.29;3.23E-01;3.24E-01;3.24E-01;3.85E-01;4.72E-01;4.18E-01;5.03E-01;9.25E-01;1.58E+00;1.10E+00;4.55E-01;2.88E-01;2.23E-01;1.97E-01;1.66E-01;9.47E-02;6.99E-02;5.47E-02;4.12E-02;2.80E-02;2.16E-02;1.38E-02;9.61E-03;7.07E-03;5.45E-03;4.33E-03;2.71E-03;1.85E-03;1.35E-03;1.03E-03;6.57E-04;4.55E-04;3.34E-04;2.56E-04;2.02E-04;1.64E-04
NGA-West2;135;45;12.7;;5.92;34.3987;-119.6813;;106;;;H;;465.51;34.02;5.35E-02;5.37E-02;5.37E-02;5.72E-02;6.24E-02;6.58E-02;9.67E-02;1.36E-01;1.79E-01;2.39E-01;2.39E-01;1.08E-01;1.64E-01;1.19E-01;1.39E-01;1.37E-01;1.07E-01;9.74E-02;9.46E-02;9.32E-02;8.87E-02;6.25E-02;7.25E-02;5.20E-02;4.50E-02;4.10E-02;2.26E-02;1.04E-02;5.25E-03;3.53E-03;1.84E-03;1.17E-03;8.34E-04;6.28E-04;4.93E-04;3.97E-04
