#,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.0', start_date='2019-10-31T01:06:38', checksum=2009905994, kind='rlz-008', investigation_time=50.0"
lon,lat,PGA-0.1,PGA-0.05,PGA-0.01,SA(0.2)-0.1,SA(0.2)-0.05,SA(0.2)-0.01,SA(0.5)-0.1,SA(0.5)-0.05,SA(0.5)-0.01,SA(1.0)-0.1,SA(1.0)-0.05,SA(1.0)-0.01
13.18213,46.10000,3.426664E-01,4.499833E-01,7.665203E-01,7.620789E-01,1.004186E+00,1.727927E+00,5.477398E-01,7.710813E-01,1.525388E+00,2.566445E-01,3.737905E-01,8.086237E-01
13.38213,42.40000,4.220023E-01,5.546468E-01,9.480217E-01,9.072357E-01,1.205090E+00,2.119390E+00,6.512396E-01,9.334773E-01,1.900697E+00,3.051836E-01,4.555341E-01,1.028924E+00
