#,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.0', start_date='2019-10-31T01:06:38', checksum=2009905994, kind='mean', investigation_time=50.0, imt='PGA'"
lon,lat,depth,poe-0.0050000,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0400000,poe-0.0500000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.2500000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.7500000,poe-1.0000000,poe-1.5000000,poe-2.0000000,poe-2.5000000,poe-3.0000000
13.18213,46.10000,0.00000,9.997649E-01,9.992067E-01,9.942792E-01,9.783291E-01,9.460174E-01,8.979967E-01,5.851722E-01,3.547420E-01,2.210723E-01,1.439762E-01,9.780738E-02,5.012732E-02,2.860468E-02,9.602804E-03,4.257664E-03,1.308347E-03,5.538985E-04,2.792344E-04,1.572457E-04
13.38213,42.40000,0.00000,9.999987E-01,9.999846E-01,9.994692E-01,9.961573E-01,9.870913E-01,9.708251E-01,8.018818E-01,5.921496E-01,4.227880E-01,3.026368E-01,2.201486E-01,1.236327E-01,7.480323E-02,2.730635E-02,1.269774E-02,4.157396E-03,1.857220E-03,9.854659E-04,5.832625E-04
