#,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.0', start_date='2019-10-31T01:06:38', checksum=2009905994, kind='rlz-001', investigation_time=50.0"
lon,lat,PGA-0.1,PGA-0.05,PGA-0.01,SA(0.2)-0.1,SA(0.2)-0.05,SA(0.2)-0.01,SA(0.5)-0.1,SA(0.5)-0.05,SA(0.5)-0.01,SA(1.0)-0.1,SA(1.0)-0.05,SA(1.0)-0.01
13.18213,46.10000,2.961408E-01,4.157543E-01,8.370692E-01,7.095655E-01,1.003065E+00,2.035469E+00,3.781012E-01,5.490070E-01,1.189890E+00,1.937208E-01,2.923534E-01,6.732296E-01
13.38213,42.40000,5.779099E-01,8.209913E-01,1.702035E+00,1.388838E+00,1.976291E+00,3.000000E+00,8.231704E-01,1.211734E+00,2.706067E+00,4.683975E-01,7.139450E-01,1.684058E+00
