Period(s),target_spectrum,sigma(ln),mean_spectrum,RS_1,RS_2,RS_3,RS_4,RS_5,RS_6,RS_7,RS_8,RS_9,RS_10
0.0,0.5879783000000001,1e-05,0.5879783,0.5879783000000001,0.5879783000000001,0.5879783000000002,0.5879783000000002,0.5879783000000001,0.5879783000000001,0.5879783000000001,0.5879783000000001,0.5879783000000001,0.5879783000000001
0.01,0.5918656410889376,0.016880260782655247,0.5901467799952621,0.590603203125,0.5879783000000001,0.5895215501312336,0.5924411333965846,0.5879783000000001,0.5908395082725061,0.5920147643020596,0.5919156546875001,0.5879783000000001,0.5901970860377359
0.1,0.922780356323463,0.24361923287554577,1.7367877596453674,1.5880663906249999,0.7382602936102236,1.60498013648294,2.3429875332068315,2.0099509251046026,1.6451947566909975,2.125871199084669,2.2311676562500002,1.5792805578512397,1.50211814754717
0.2,1.1970008107162287,0.30622207521578215,1.8263743596112527,2.8086463437499996,1.0237960814696487,1.4012711191601053,1.751662108159393,1.1070721129707113,1.7024189221411192,2.0316870320366136,1.903054765625,2.3907877983471075,2.14334731245283
0.3,1.1188191347521306,0.3889853535150847,2.004757908561115,1.582816584375,1.7676919498402557,1.867332658792651,0.9394264299810247,2.6077698661087867,2.231742452554745,2.0316870320366136,1.9161792812500003,2.7066439099173554,2.3962889207547176
0.4,1.0269155142293078,0.46235272004257866,1.9211197552919503,1.679938,1.6493448798722046,2.1451176824146985,1.1112455157495258,1.7885365025104605,2.203130369829684,2.3815139382151034,1.4043231718750002,1.7639348999999998,3.08411259245283
0.5,0.8886640631672706,0.5218479135550133,1.8142082861774522,2.75614828125,1.6061388067092652,1.6667101417322838,0.9907490140417459,2.0985166941422597,2.174518287104623,1.8702284599542338,1.3255760781250001,1.7542162504132228,1.899280848301887
