#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.7.0', start_date='2020-02-20T12:37:47', checksum=3318896386, kind='mean', investigation_time=50.0, imt='AvgSA'"
lon,lat,depth,poe-0.0010000,poe-0.0050000,poe-0.0100000,poe-0.0200000,poe-0.0300000,poe-0.0500000,poe-0.0700000,poe-0.1000000,poe-0.1500000,poe-0.2000000,poe-0.3000000,poe-0.4000000,poe-0.5000000,poe-0.6000000,poe-0.7000000,poe-0.8000000,poe-1.0000000,poe-1.2500000,poe-1.5000000,poe-1.7500000,poe-2.0000000,poe-2.5000000,poe-3.0000000,poe-3.5000000,poe-4.0000000,poe-5.0000000,poe-6.0000000,poe-7.5000000,poe-10.0000000
13.38213,42.40000,0.00000,9.999998E-01,9.999996E-01,9.999971E-01,9.998370E-01,9.980183E-01,9.748204E-01,9.126527E-01,7.686062E-01,5.266698E-01,3.569916E-01,1.801340E-01,1.035112E-01,6.548981E-02,4.435063E-02,3.151418E-02,2.321763E-02,1.356409E-02,7.585578E-03,4.523013E-03,2.817175E-03,1.812002E-03,8.026183E-04,3.785205E-04,1.851618E-04,9.211917E-05,2.157136E-05,4.802911E-06,1.182543E-08,0.000000E+00
