#,,,"generated_by='OpenQuake engine 3.7.0', start_date='2020-02-20T12:37:47', checksum=3318896386, kind='mean', investigation_time=50.0"
lon,lat,AvgSA-0.1,AvgSA-0.02
13.38213,42.40000,4.067855E-01,8.511134E-01
