Period(s),target_spectrum,sigma(ln),mean_spectrum,RS_1,RS_2,RS_3,RS_4,RS_5,RS_6,RS_7,RS_8,RS_9,RS_10
0.0,1.090606,1e-05,1.0906059999999997,1.090606,1.0906059999999997,1.090606,1.090606,1.0906059999999997,1.0906059999999997,1.090606,1.0906059999999997,1.0906059999999997,1.090606
0.01,1.0981275028017785,0.016880260782655247,1.0946281846515638,1.0954747767857143,1.0906059999999997,1.0934684829396326,1.098883844402277,1.0906059999999997,1.0959130851581507,1.0980929977116705,1.097909165178571,1.0906059999999997,1.0947214943396226
0.1,1.63584357770195,0.24361923287554577,3.5094399952557707,2.9456099553571424,1.3693551373801915,2.976982257217848,4.345868311195445,3.7281385020920497,3.051573965936739,3.9431521281464534,4.138460267857141,5.809069759450171,2.7861896679245284
0.2,2.1781808649565466,0.30622207521578215,3.457627035126902,5.209591160714285,1.898978498402556,2.5991345091863516,3.2490539278937374,2.0534422594142256,3.157715669099756,3.768455514874142,3.5298631696428564,5.134468109965637,3.975567532075471
0.3,2.1062176616690955,0.3889853535150847,3.7936261824660695,2.9358724017857143,3.278786728434504,3.463604356955381,1.7424862466793165,4.836997322175732,4.1395264233576645,3.768455514874142,3.5542070535714276,5.771591890034365,4.444733886792453
0.4,1.9842178776994501,0.46235272004257866,3.7646270039793395,3.116017142857143,3.0592717827476035,3.9788512860892387,2.0611832561669825,3.3174500502092044,4.086455571776155,4.417328649885583,2.6047955803571425,5.284379587628865,5.720537132075472
0.5,1.747228336872673,0.5218479135550133,3.3327649092125453,5.112215625,2.979131405750798,3.09148157480315,1.8376814573055027,3.892413882845188,4.033384720194647,3.4689756064073225,2.458732276785714,2.9307693883161514,3.5228631547169806
